scene,split,seq,img_path,t1,t2,t3,q1,q2,q3,q4,est_t1,est_t2,est_t3,est_q1,est_q2,est_q3,est_q4
ShopFacade,train,seq2,ShopFacade/seq2/frame00004.png,-11.355083,-8.097187,1.931257,0.6393220000000001,0.626909,-0.324235,0.305162,-11.628106117248535,-8.05463981628418,1.9983292818069456,0.6403193473815918,0.6305831670761108,-0.31918466091156,0.3007940649986267
ShopFacade,train,seq2,ShopFacade/seq2/frame00005.png,-10.899599,-8.262960000000001,1.88563,0.639442,0.656044,-0.304822,0.26039,-10.770012855529783,-8.367887496948242,2.0586657524108887,0.6295627355575562,0.6440540552139282,-0.33051598072052,0.2821424305438995
ShopFacade,train,seq2,ShopFacade/seq2/frame00007.png,-9.663778,-8.502371,1.888298,0.646109,0.6434850000000001,-0.299889,0.280243,-10.040581703186035,-8.443273544311523,1.981440186500549,0.6414933204650879,0.6334092617034912,-0.318440318107605,0.2930441200733185
ShopFacade,train,seq2,ShopFacade/seq2/frame00008.png,-9.019933,-8.666772,1.869336,0.643663,0.663484,-0.29008,0.247671,-9.692302703857422,-8.661089897155762,1.9944438934326167,0.6308726072311401,0.6521620750427246,-0.3219505846500397,0.2702447474002838
ShopFacade,train,seq2,ShopFacade/seq2/frame00010.png,-7.762332000000002,-9.037367,1.890945,0.6407609999999999,0.6687770000000001,-0.299954,0.228452,-8.113640785217285,-8.986701011657715,1.9855928421020508,0.6402338743209839,0.6657005548477173,-0.3100474178791046,0.225419744849205
ShopFacade,train,seq2,ShopFacade/seq2/frame00012.png,-6.355244,-9.202148,1.83209,0.656384,0.662601,-0.286306,0.219428,-6.5745391845703125,-8.508193016052246,1.8712987899780276,0.6660289764404297,0.666557252407074,-0.2706655859947204,0.1970963478088379
ShopFacade,train,seq2,ShopFacade/seq2/frame00013.png,-5.627983,-9.337562,1.7817630000000002,0.655507,0.667736,-0.28171,0.212316,-4.857264041900635,-9.412945747375488,1.9463902711868288,0.6562319397926331,0.6667337417602539,-0.2815327942371368,0.2134597897529602
ShopFacade,train,seq2,ShopFacade/seq2/frame00014.png,-4.795787000000002,-9.432166,1.780116,0.658304,0.67005,-0.271119,0.210152,-3.4099183082580566,-9.753469467163086,1.863275170326233,0.6613457798957825,0.6708343625068665,-0.2611841261386871,0.2106794118881225
ShopFacade,train,seq2,ShopFacade/seq2/frame00015.png,-3.988494,-9.349111,1.728554,0.651347,0.695494,-0.241986,0.182971,-1.5909290313720703,-10.315366744995115,1.7240921258926392,0.6730913519859314,0.7072800397872925,-0.1813898980617523,0.1174767836928367
ShopFacade,train,seq2,ShopFacade/seq2/frame00016.png,-3.240798,-9.508576,1.731322,0.669546,0.6829,-0.247689,0.15494,-0.7930150628089905,-10.508221626281738,1.745478272438049,0.6797525882720947,0.6914699077606201,-0.2105615139007568,0.1243771016597747
ShopFacade,train,seq2,ShopFacade/seq2/frame00017.png,-2.486688,-9.694231,1.7057790000000002,0.677922,0.689801,-0.205462,0.149603,-1.4433014392852783,-10.45612907409668,1.7840696573257446,0.6838534474372864,0.694325864315033,-0.1847693175077438,0.1269508153200149
ShopFacade,train,seq2,ShopFacade/seq2/frame00018.png,-1.671369,-9.767439,1.698268,0.684833,0.677071,-0.227987,0.143529,-1.136289119720459,-9.98841381072998,1.7452013492584229,0.6882981061935425,0.6855382323265076,-0.2025602906942367,0.1235004812479019
ShopFacade,train,seq2,ShopFacade/seq2/frame00021.png,0.5633100000000001,-10.04971,1.6834330000000002,0.689333,0.712383,-0.116854,0.060617,1.0623040199279783,-10.419572830200195,1.7140969038009644,0.6890873908996582,0.7141976356506348,-0.1115617007017135,0.0513250194489955
ShopFacade,train,seq2,ShopFacade/seq2/frame00024.png,2.773261,-10.186876,1.643419,0.6885100000000001,0.723839,-0.043662,-0.010204,2.527015686035156,-10.395578384399414,1.6431015729904177,0.6889433860778809,0.7212766408920288,-0.0713534280657768,0.005065172445029
ShopFacade,train,seq2,ShopFacade/seq2/frame00029.png,6.280094,-9.754399,1.569198,0.700991,0.7016819999999999,0.061789,-0.11152,5.662866115570068,-9.281519889831545,1.6811256408691406,0.6925124526023865,0.7088218927383423,0.0697543323040008,-0.1145965456962585
ShopFacade,train,seq2,ShopFacade/seq2/frame00033.png,8.817048,-8.221924000000001,1.587895,0.650108,0.708256,0.163469,-0.221384,8.706535339355469,-8.70407772064209,1.6213034391403198,0.6551461815834045,0.7069933414459229,0.1581169962882995,-0.2143431901931762
