KingsCollege,OldHospital,ShopFacade,StMarysChurch
3.0083051600683333,4.603234122763199,7.004576268370364,7.142716509403259
2.9743973361444827,4.538790911519244,6.815032101014346,6.993662651195034
2.9400419971083704,4.451584385563579,6.750483036254915,6.903667700904411
2.9109171736939525,4.398560090080784,6.706245110106224,6.812430654462715
2.871618105932027,4.342736353748668,6.669591537178632,6.6985078612621125
2.825807635663602,4.292147964050051,6.45334259576991,6.5839817592085845
2.783931052482149,4.212777167042015,6.243673561320485,6.464013260216636
2.753815615407839,4.161344238594884,6.18029426664677,6.365097678270735
2.67021498248581,4.080969607497154,6.13012642162306,6.284310639468287
2.638862434605617,4.00680757237236,6.0322826529026985,6.182355025985081
2.5624377125849933,3.9105767514911123,5.968070496096712,6.0766085418024165
2.521256388653735,3.8248071966367014,5.872026657662449,5.9825925391921855
2.483380440188337,3.7229080042063494,5.842814940768495,5.79287348863347
2.436295384931355,3.708518429913005,5.659768075866844,5.650185942222674
2.4000536388654448,3.65878667415888,5.613743275679693,5.471820872126147
2.3404716290656324,3.5383988111255635,5.548312807680921,5.325113188830219
2.2782159359193823,3.4723221020010167,5.396625180114785,5.157349848087295
2.2420636811710444,3.3460456818038002,5.36513489467078,5.004334979086436
2.181371790432173,3.2919574215786063,5.262383265728255,4.895879676548179
2.0954046556899533,3.160116626671251,4.967510630455113,4.7773831918974246
2.0490064120294917,3.04892138016489,4.790788624316387,4.690254730995423
1.9777958548671932,2.9739921835235887,4.651288047148404,4.565582278925287
1.9191880685520504,2.9396257484107653,4.558258110061702,4.439441829245523
1.8645773967383776,2.587364568666997,4.420425509428192,4.274287111497935
1.7968477942739247,2.5547248824551434,4.398753473979653,4.131867412663024
1.7444518449016724,2.488387616495211,4.260090114184645,4.056154506315711
1.6698701424523612,2.4032724987504066,4.1437258817520055,3.873258506203516
1.6254928234951782,2.3598389105652795,4.089462296404653,3.753939333570223
1.5437945300838958,2.151245324095286,4.009801090209726,3.6415684172237643
1.5018568963478804,2.1200133316872445,3.683893102254215,3.50393399655843
1.430101943548971,1.8648695148543168,3.430484067902894,3.430755438578821
1.3789286772105196,1.5698144624874237,3.342975014835381,3.2243186362236504
1.3071431708675316,1.4570598088719442,3.2028288201389516,3.119019677481122
1.256868656403384,1.3838651149261514,3.054800411493321,3.013353187049283
1.2009374642091342,1.3051205203953395,2.976517728052835,2.8909933500009313
1.1315109632196187,1.262989047900184,2.871102295574762,2.7114066346060253
1.0789498508418771,1.22771528190945,2.782882042829095,2.5873554672270145
0.9941665214220983,1.1281643113320166,2.706644445813322,2.144256692910036
0.9478030191315777,0.9741536032495045,2.535733535384857,2.0534783167633943
0.8775950440469936,0.8791157879505652,2.425698435346416,1.8459308549624134
0.8418430219524338,0.7676161216285186,2.425698435346416,1.7413501472556985
0.8031459609939852,0.665288505615267,2.0658029802612243,1.5944609608145772
0.7653525900989908,0.634197918256186,1.8738481058128593,1.5096871034342139
0.6958795585840821,0.634197918256186,1.6229242562713,1.3279015211892886
0.6380250427083812,0.5063141459185929,1.5017513366102662,1.1752668454038218
0.579157826257066,0.40156417100321123,1.4504973106765042,0.9557936043739743
0.5431773502392193,0.3663002049022518,1.325775695004301,0.8065835767557107
0.5018028496043515,0.34021832356035514,1.203252359174933,0.7282709733045953
0.466996119158667,0.15110995078497716,1.1148692152638675,0.5265984138252638
0.41113714879091473,0.056326115592448205,0.022432067287976185,0.21340731859163511
