brandenburg,buckingham,colosseum,brussels,notre_dame,westminster,pantheon,taj_mahal,temple,fountain
0.5238411056917219,0.4993048939767432,0.43566272947708357,0.8011843363640597,0.6077684688543803,0.6756755258469974,0.4648839984113035,0.36643610586736775,3.6061845039700264,0.6345125467939475
0.5179931578894906,0.49709190383436164,0.4304586481301281,0.7912941146039555,0.5917957840088579,0.6663724406204252,0.4610564123196377,0.36436740091647607,3.5057701947434587,0.6304315934781617
0.5075421997964517,0.4823235510334626,0.4239617814187013,0.7488474594994416,0.5745194961421038,0.5983505101047518,0.4521369747061838,0.3637303027077277,3.473387684703095,0.6176025978300121
0.5025506070093454,0.47880427968777844,0.4212018981425517,0.7306546936287147,0.568029354747873,0.597061966908211,0.4489547901881601,0.35764834041895366,3.4305776335762657,0.6085905224060172
0.49613533458872927,0.4768721989383422,0.418118082176376,0.7074807483397021,0.5618138194837173,0.5934844344213527,0.4408804856300012,0.354547856431331,3.373521921456922,0.5976298922332635
0.4908840146278134,0.4735763513933206,0.41607370268048893,0.6985311262067566,0.5538725366305558,0.5850899758038539,0.4388127834207296,0.3537818578704958,3.373521921456922,0.571011607654867
0.48634527566481217,0.46931437486416283,0.41269300744536097,0.6874343477349456,0.5492891352816949,0.5829450553281598,0.4351973779534024,0.35207158153739515,3.373521921456922,0.5667589619390466
0.48001620735103523,0.46498324767241533,0.4093816653464851,0.6836884692228035,0.5371267524490326,0.5635715704967752,0.43020554022452157,0.3476042041672695,3.1875043306801816,0.5569325421065912
0.46306081903260254,0.4613020166774297,0.40486635698460294,0.6661057892135722,0.5245858728979639,0.554328282182444,0.42267775913446387,0.3462290313853412,3.1875043306801816,0.5519241299277473
0.4577731452886343,0.45514023469405007,0.4033622495783996,0.6447195704522439,0.5196110866825716,0.5380756076754087,0.4175455933791288,0.34169645392017295,3.1875043306801816,0.5449223167214161
0.4331085229073774,0.4475602002771287,0.39437035304714285,0.6284705495471495,0.5061712620208344,0.5315564128863549,0.41350030442475244,0.3394313048497734,3.1875043306801816,0.5347992800092931
0.4293282666222292,0.4221908402980388,0.3905328678279363,0.6270708493671251,0.4876748948588289,0.5278477547947239,0.4108766723750613,0.33790057148453834,3.1875043306801816,0.5317429965570161
0.4283178778166604,0.41571751175332083,0.3856821812419163,0.6049755396391859,0.4804971357079532,0.5238222026531131,0.3960816750070517,0.33387219745096386,3.1875043306801816,0.5270566220259881
0.4216678997233358,0.4091267186148949,0.37396343777510493,0.5985218010913547,0.4695392096268047,0.5161938336739942,0.38484842780370315,0.33042352077212894,3.1875043306801816,0.5203404876536679
0.411525162516827,0.397655625509998,0.3716911205768626,0.5775853401824668,0.4613815026768894,0.5020174962464106,0.3805273580224368,0.3272034998737971,3.1875043306801816,0.5065549275506649
0.4061519919244626,0.3853974407220582,0.36385353460952163,0.5563121311180842,0.4492813187411444,0.4867144598500722,0.3589699259058001,0.3245518269756093,2.5318937809613633,0.5026315576925694
0.4011508941518552,0.3755555068044578,0.36138242202775006,0.5451443318052764,0.4434999425631773,0.4791680235397594,0.35629268612147036,0.3226346018365781,2.472964153098719,0.4971732339489394
0.39180292392924665,0.3719754764849363,0.35476007814322175,0.5249634789637825,0.4331354769786117,0.468012817455143,0.33113088363402526,0.3209210902142488,2.404079394960136,0.4929264484291954
0.3846780025323742,0.3663764475366147,0.35161360908209016,0.5016116117510432,0.4144648633569928,0.46605263063206065,0.32545269992519216,0.31528851181560585,2.261435849574482,0.4876169287501034
0.3603851348005833,0.3608568315127301,0.34842808533587666,0.4783996402531868,0.41064233314711296,0.4628565488145725,0.3155592720778428,0.3126364082701041,2.165480805325433,0.47914631859696133
0.35445464382774794,0.35716790725708203,0.34230900699006067,0.4753435252793606,0.40269894597434136,0.45037394626471455,0.30181168930173896,0.3091098499380555,2.100078073498164,0.4737518239943862
0.3443685650555443,0.3425332729139603,0.3352619110179379,0.4698215377534262,0.3983379812942351,0.44137551680985254,0.2912240269909731,0.3048378119569042,2.017480095700588,0.4676589836861833
0.3318327996932101,0.33819556215638885,0.3240629754233275,0.46241935759384656,0.3841883422351705,0.4377512617736488,0.281358562844605,0.30128181656450675,1.9519334349041668,0.4549886439622622
0.316543069642914,0.3249313718131928,0.3195514010432078,0.4532503438261546,0.37713847452916394,0.4300165396785705,0.2740182655394902,0.27645285228613886,1.843474072268628,0.44867002633871866
0.3081071406346407,0.31931133608311607,0.3149021142271956,0.42929052689937874,0.36193239679331346,0.42186178291751586,0.26874588712557046,0.26826796868191843,1.843474072268628,0.41468187637553555
0.28525276967807706,0.31110569162235935,0.3037950711485925,0.4122024766686978,0.35611230411144373,0.42008199926963696,0.2619684684305787,0.2610665412605803,1.6662220942701198,0.40725573248778957
0.2803401671084057,0.3079114404968224,0.298266097322878,0.39944317718726446,0.3427330849932284,0.4125320775732952,0.2600392051197478,0.25433478514916713,1.6474842699508903,0.39857901187071354
0.2630244271206455,0.30042258132145533,0.2820010987765041,0.3787389997521816,0.3338471614133236,0.4055231647490416,0.2535304837266284,0.24848584115577688,1.6050453859507872,0.37425926745462235
0.23851803066888919,0.29511870290081327,0.2704689483339905,0.3719665022803076,0.32803464558599615,0.3973250346086823,0.23570910261546513,0.24638176075838203,1.531024056386029,0.3676380676754223
0.235564484244181,0.2879778686537508,0.26634268631307073,0.36204017042569225,0.311757281689842,0.3757239808936842,0.23016709038468955,0.22999214576558547,1.4912893932241962,0.35158115976552856
0.23045419006789142,0.28403449426090066,0.262584376978805,0.3502812630448636,0.3041866689201133,0.37045105922259436,0.21884777105768488,0.227954633919398,1.454344323963288,0.34475588870186424
0.22534387520769636,0.27291755896849035,0.25323879834622615,0.33066032987160343,0.2797553186087104,0.36539720558022964,0.1952946729922389,0.21125572741306528,1.3956067089456958,0.339846517402001
0.21879149214989538,0.2602667069571706,0.24805622932107405,0.30462688440731045,0.2707836399779316,0.3592737360879336,0.1850239797427367,0.20441181460979177,1.3545324395259024,0.320131561467082
0.21551862463991364,0.2562419731207716,0.24111035514197723,0.28443456597676897,0.2553940036024934,0.34072066566528714,0.1819739279970761,0.2036047447841496,1.3121936622336403,0.31022916058683603
0.1981781077408024,0.23955216412691197,0.22727040028983,0.2768730232540479,0.23345049747872226,0.33430460018232216,0.17249035610945865,0.18161608755810732,1.2075982402567051,0.30327426763246185
0.18366040132332576,0.2184940223826623,0.216885622556594,0.25743768548866897,0.21853763558142947,0.32869153643914895,0.16559913291759987,0.16805943869150827,1.1329615230508905,0.28952208575214033
0.1737144358125993,0.1645535281940637,0.2091241396336635,0.2282493859312829,0.21405403281867164,0.3146470150993704,0.15294216051282167,0.16555171716801742,1.0720954522123662,0.27789075100399435
0.16431326620044637,0.1609905698892032,0.16963290310879675,0.2074055613239262,0.20054271842790253,0.30951433964730257,0.1456584421192793,0.15613281707520082,1.0720954522123662,0.2690387301331699
0.1447604862587974,0.1455098764601966,0.15753430205848626,0.17467927322606053,0.188849024146211,0.30588713890429525,0.13333827686103705,0.14944815665308905,0.9354490226656854,0.25780111867558453
0.1415311798171511,0.1386103315719865,0.14292259440613805,0.13972889909353822,0.17894696745831093,0.29971991287767685,0.12145032919996401,0.14370000396038013,0.8271146385107722,0.24739729139470343
