scene,split,seq,img_path,t1,t2,t3,q1,q2,q3,q4,est_t1,est_t2,est_t3,est_q1,est_q2,est_q3,est_q4
redkitchen,train,seq-01,redkitchen/seq-01/frame-000000.color.png,-0.3404563,0.0164697999999999,0.2965692,0.9770759,-0.0002122,-0.1608343,-0.139481,-0.35908740758895874,0.08392210304737091,0.2970009744167328,0.9718338251113892,0.007670086342841387,-0.18318778276443481,-0.14806203544139862
redkitchen,train,seq-01,redkitchen/seq-01/frame-000002.color.png,-0.3405364,0.0170052,0.2974445,0.9769388,-0.0003859,-0.1615331,-0.1396335,-0.3644736707210541,0.08286593854427338,0.2712706923484802,0.9729282855987549,0.00864436849951744,-0.17798885703086853,-0.14715921878814697
redkitchen,train,seq-01,redkitchen/seq-01/frame-000004.color.png,-0.3418136,0.0152382999999999,0.2979789,0.9769919,-0.0014874,-0.160642,-0.1402812,-0.3812249004840851,0.10028862953186035,0.26760467886924744,0.9723340272903442,0.008483823388814926,-0.17892152070999146,-0.14993898570537567
redkitchen,train,seq-01,redkitchen/seq-01/frame-000005.color.png,-0.3415571,0.0134123,0.2985037,0.9770119,-0.0018176,-0.1615829,-0.1390514,-0.3909270167350769,0.07504229247570038,0.26852354407310486,0.9732774496078491,0.006155382841825485,-0.17546814680099487,-0.1479998528957367
redkitchen,train,seq-01,redkitchen/seq-01/frame-000010.color.png,-0.344733,0.0100168,0.30107,0.9761089,-0.0012191,-0.164567,-0.1418717,-0.42173439264297485,0.09497655928134918,0.2528897821903229,0.9728980660438538,0.006085372995585203,-0.1758437305688858,-0.15003779530525208
redkitchen,train,seq-01,redkitchen/seq-01/frame-000011.color.png,-0.3482985,0.0116713,0.3007119,0.9758643,-0.0003444,-0.1651436,-0.142886,-0.4243229329586029,0.0974779725074768,0.26332512497901917,0.9719675779342651,0.009656818583607674,-0.1802634447813034,-0.15063484013080597
redkitchen,train,seq-01,redkitchen/seq-01/frame-000012.color.png,-0.3492617,0.0098918,0.3013817,0.9755615,-0.000482,-0.1658209,-0.1441628999999999,-0.434094101190567,0.09581522643566132,0.2503894567489624,0.971684455871582,0.010531609877943993,-0.18073487281799316,-0.1518329679965973
redkitchen,train,seq-01,redkitchen/seq-01/frame-000016.color.png,-0.3532911,0.0064628999999999,0.3033595999999999,0.97462,0.0020038,-0.1686937,-0.1471539,-0.46030542254447937,0.07371576130390167,0.2555016279220581,0.9729483127593994,0.00851963460445404,-0.17507702112197876,-0.15048915147781372
redkitchen,train,seq-01,redkitchen/seq-01/frame-000018.color.png,-0.3547845,0.0057023,0.3042119,0.9743037,0.0030492,-0.1698591,-0.1478882999999999,-0.45924490690231323,0.07616640627384186,0.2541288435459137,0.9717279672622681,0.00965515710413456,-0.17716212570667267,-0.1557725965976715
redkitchen,train,seq-01,redkitchen/seq-01/frame-000025.color.png,-0.370652,0.0042488,0.3094472,0.9728502,0.0004284,-0.1736648999999999,-0.1529797999999999,-0.4579181969165802,0.053247950971126556,0.2758576273918152,0.9699468016624451,0.00603233790025115,-0.18193161487579346,-0.16145506501197815
redkitchen,train,seq-01,redkitchen/seq-01/frame-000032.color.png,-0.3925758,0.0047768,0.3186308,0.9715818000000002,-0.0089259,-0.1786866,-0.1549846,-0.5322885513305664,0.07088083028793335,0.3579755127429962,0.9701929688453674,-0.002464149845764041,-0.18218664824962616,-0.1597733348608017
