brandenburg,buckingham,colosseum,brussels,notre_dame,westminster,pantheon,taj_mahal,temple,fountain
0.5495807306374296,0.5159732312507448,0.462538175650381,0.7916210245347625,0.5666516157677995,0.6567716984967054,0.4521616455442482,0.4321908636619254,3.280408704695784,0.6019619599632604
0.5370564214100888,0.5145468232873729,0.44913218343065753,0.7732728735734304,0.5603858480272219,0.651746193329666,0.44860841417755865,0.43037256983712247,3.1933319676831533,0.59656457363566
0.5266153046527199,0.5098278972387066,0.44657861259950593,0.7630444066701071,0.5534731483590497,0.6452813244687552,0.44512444390782846,0.42703749316649203,3.098196128973255,0.5918536405718224
0.5131922150084715,0.5056167699579627,0.4418099793216256,0.7463943686603841,0.5473056012923759,0.6381452574861529,0.4322576021662041,0.4258268434666269,2.964954444471819,0.587491608633755
0.5111870410222298,0.49969336229692435,0.43693535364864766,0.7284343145142133,0.5404486915515176,0.6318293124699266,0.42769129496671876,0.41864062003604813,2.939272860825644,0.5528643719113483
0.5049088567172467,0.4902904683455632,0.43232198836458563,0.7125170755424128,0.5331417128788222,0.6238645359463387,0.4248619920637822,0.4165723890867935,2.864461943168729,0.5477650367465179
0.5004317745697289,0.47402823000041955,0.42825506442525463,0.7063586761840565,0.5264639860199868,0.6198534151304628,0.4188655741773839,0.4104637354509437,2.8478351703336027,0.5423894776698497
0.474989048708632,0.4707954301048894,0.4228209234407053,0.7035958632741638,0.5131848516148614,0.6126096302040921,0.4095468214485599,0.40809766390948904,2.8478351703336027,0.5361946868869161
0.4649887128740285,0.4530845856761576,0.41838151365795007,0.6844917083706631,0.5106350139548549,0.6113895910973772,0.4067904397771364,0.40504694036737904,2.8478351703336027,0.533949156505742
0.45528833953183795,0.4476794002035643,0.41141011283253653,0.6719113785254113,0.5034586514983244,0.6044798494094082,0.4010035500056684,0.4018242232105116,2.8478351703336027,0.5285486459431279
0.45140086174397337,0.44212460699905815,0.4051580147578965,0.6585364728038409,0.4967717697454511,0.6009793453627738,0.3953986744461374,0.3991585413405661,2.5204774831576526,0.5161474723927959
0.4387916493379433,0.4355331695645092,0.40047265032878643,0.6371707808979787,0.48371829195636024,0.5952036748669961,0.39053389353370005,0.39697764856945134,2.5204774831576526,0.5094568766487961
0.4364568439011887,0.4243960328205342,0.39441759493059586,0.6236678691190485,0.4752714579279867,0.5923647448856701,0.3831022565258425,0.39395153887292933,2.5204774831576526,0.5028260426237295
0.42689509105915796,0.4107507855218342,0.3900998944985395,0.6197938761332079,0.46504694597180596,0.5734345893230853,0.3807975291479663,0.3911322467475885,2.5204774831576526,0.4978509980688319
0.40999414009458,0.40589860590538185,0.38354038777739513,0.6030567493798185,0.4572525097267194,0.5659167508056907,0.37621652817312373,0.3831823659869948,2.5204774831576526,0.49380352627333635
0.4037097976243228,0.3997941695927948,0.37916065547556305,0.5990708469964537,0.4424944420225685,0.5607484801061742,0.3552124469271859,0.3761188240299989,2.5204774831576526,0.47529944892900894
0.39944631861199964,0.39132286349537665,0.3762820250190094,0.5666552909944677,0.43568332384276764,0.553118016046651,0.3467266547121943,0.3753881652602539,2.5204774831576526,0.4692708967180084
0.38637331318790913,0.3853887592373784,0.37058397534458637,0.5633113832540314,0.4255496045561344,0.5506655934838492,0.34084242036953627,0.36839376013153324,2.0699440538966725,0.46437215155904504
0.373721188837366,0.379099724669019,0.3669809601668679,0.5476098160466472,0.41114801106084015,0.4946058290681379,0.33813068464888,0.3653672841384722,1.9971080753075778,0.45975484516720116
0.36367444419671524,0.3588704085257046,0.36108714885325316,0.5250163993499836,0.40165307112060183,0.4889918550430967,0.3317669446279365,0.35391091481810216,1.950520737607724,0.45428317880840935
0.3521289476265317,0.34684144840998726,0.3546258165958095,0.512065704708303,0.3920332783271067,0.4801687560554051,0.3188056851750096,0.3354367675169341,1.9182549249939653,0.44754103000579465
0.3468474698134614,0.33309082978475135,0.3510191212429739,0.5034963240350141,0.38737474848939085,0.4733224968089108,0.31385197528259723,0.332370883661329,1.8919220599960223,0.44425476971207123
0.3386995907452821,0.32839058645106395,0.34689205491701625,0.495555142423991,0.3806002743252484,0.4695098416650225,0.31147297988180506,0.32398181547116595,1.8818065421879713,0.42532726561831674
0.33307625542118724,0.3144091291679147,0.34333357511508483,0.4862919319950862,0.37106133447292966,0.46684799173803815,0.30528436401064707,0.3206553195506496,1.8427527384075875,0.4149664909779623
0.318900651778107,0.3098606579245239,0.3312501362128906,0.47268844622437717,0.3571660637246777,0.45497228475266577,0.28817490318226335,0.2878028826950704,1.7668792051905622,0.40808567728015044
0.3162205130684776,0.300759166971372,0.3164773494558513,0.44491746621091555,0.34434562600806684,0.4295406672416777,0.2766646419181783,0.2868076139629733,1.7335896556859522,0.4008561779131929
0.31160873911078774,0.26971133960061955,0.3137017367428652,0.41169775852030194,0.3385467443896065,0.4203869009188399,0.2748275639607233,0.2754312706824077,1.6243364460636824,0.3951716459240232
0.3063839212562781,0.2616310236416347,0.3036800970074159,0.4002681697674221,0.3212557101792487,0.40615554854753066,0.2690318650089004,0.2749067816282807,1.620639762374496,0.37995758482034303
0.28644428187276355,0.2540582990127972,0.299653880221693,0.38569717183399294,0.30537945997230287,0.40196965216410524,0.2651084479632352,0.26787976836616845,1.620639762374496,0.3727651771088018
0.2762069754296915,0.24734653553158878,0.2835512651813004,0.36327647571879945,0.2861434595302849,0.3999147546610282,0.2545836243089068,0.2629424049605906,1.620639762374496,0.35294162776991317
0.24296737572029173,0.2440487817843164,0.27721917981317606,0.3394002691877918,0.2793651831820289,0.3919999214223794,0.2454853888078075,0.2551584441273631,1.4807564173174896,0.34858910017001754
0.22965062149110116,0.23520801510413214,0.26806232178769285,0.3157583805386653,0.2651806327102134,0.38759424264612924,0.23943280503586348,0.23777690630252318,1.3961510725370303,0.3378229694010333
0.22343240600952,0.22962857146408194,0.26378183910196046,0.2884838617822734,0.2458273747196815,0.38406563538051874,0.2264009093924359,0.22405288262069264,1.3682662539221586,0.3334217817110308
0.21791817027143653,0.21654735647870588,0.2569396199192186,0.275097011462938,0.23388884528149287,0.36385592648746895,0.21192142120642943,0.21597509528172662,1.3682662539221586,0.3289750118791418
0.21106073965326866,0.20957580047948715,0.24821067949513714,0.24969210951200696,0.22874997153959292,0.3592260247055165,0.1981401709752133,0.2009051344167301,1.2405214184091167,0.3086459908280753
0.19989056909747527,0.20778419061229036,0.23650175427386186,0.24501366658997206,0.2109575683584602,0.3548712373083266,0.1918807157993181,0.18733605102639087,1.1800784590980453,0.29986539474212115
0.1864002987161121,0.19593843968520067,0.22496598902855341,0.23297684475712716,0.20184931572753556,0.34754781015724245,0.185546843212949,0.18135895692110032,1.1110247799745647,0.28564203777427494
0.18354171244310122,0.17734040330755912,0.21008574744807437,0.21143605063927778,0.19533633043639392,0.3394042016496826,0.17803915156890576,0.17088629826350976,0.9888165592752144,0.2701214408692963
0.1732547587110871,0.1693326848022151,0.20651788911983762,0.19670235501572336,0.1879606880536046,0.2808264211262855,0.17328145846307114,0.164167651352123,0.9507312441865956,0.2642421984249135
0.1525452933229475,0.15451387523335028,0.19987434247055086,0.19060294503897252,0.17405779617566516,0.26823922951230317,0.15630482408214852,0.15448013717349013,0.8565903179957934,0.24947620401605608
0.1490223446896963,0.14023451112493515,0.19067337743750631,0.18588602936120885,0.1607574258150702,0.25925893724043214,0.14209247570328465,0.1477251430005035,0.781174829907638,0.2439602022981592
0.1362057043862272,0.12787970063174767,0.1719254973111975,0.17522039381249235,0.15323436972305568,0.2434896986853284,0.11220103232044859,0.13813893318784354,0.781174829907638,0.2218282804203811
0.12496606872099567,0.11812063110886832,0.13481373600613858,0.1533556301338908,0.14247529816843027,0.22210789996654526,0.07386731956774532,0.13453630553568555,0.781174829907638,0.211505541809662
0.11765893834964528,0.10255397908502868,0.11737872513078962,0.11006379622670089,0.12650774036466056,0.19122297969206667,0.06793761096054422,0.08884143464809623,0.5917823358644763,0.13441124877393854
0.09125474927166564,0.0879417429384955,0.10186314251613372,0.07269522103842407,0.11281568703003259,0.18496256660301,0.048375922004127596,0.08519099551496066,0.5917823358644763,0.11596775818864644
0.08428366977870184,0.07501996186587301,0.0932670010033457,0.06676168162322911,0.10114840932798011,0.15560412166544985,0.04456826246792708,0.05049940224662517,0.5917823358644763,0.09802646142773794
0.06950336658616663,0.06470005600510015,0.07224225994174982,0.053891924720521095,0.08193656464100184,0.15106001647044542,0.03608662621420166,0.0463294025315431,0.4107006294304244,0.086143337447905
0.03046656766527063,0.041421469532672665,0.0684298481135024,0.03923258173443149,0.07393264248152556,0.12556630296192575,0.024406641115554017,0.031433700558306694,0.32974401007164916,0.061229188796185594
0.009919546499925672,0.02673980527973773,0.04841436860520481,0.027973859470645093,0.06419546188823934,0.08248633867260613,0.013161775078496784,0.022326202634351738,0.19182742556913923,0.02819626290758972
0.0018723281791053034,0.004682482977876356,0.007731858013008773,0.010129991247332723,0.0033252091342810186,0.026864121848551623,0.003528900784874399,0.005484081140975409,0.045927664813131173,0.0056310382863277615
