chess,fire,heads,office,pumpkin,redkitchen,stairs
0.19948952502245168,0.3107192241906596,0.25367463372561505,0.2966535468767508,0.32504424792959347,0.36790814061822597,0.3353557456979577
0.19375362735253587,0.3033913847657589,0.2510919269538088,0.28652351386899294,0.3187474891031593,0.3606092806023665,0.32932145134768526
0.18672649150390852,0.2950333559720298,0.2464559900756885,0.2798207342411226,0.3142938149087079,0.35432338470416086,0.32148303047996146
0.18285529346037485,0.28779860769560717,0.24047901199508037,0.2736726235328661,0.3076620012155204,0.34628142399188055,0.315757470877352
0.17924675088394074,0.28225807646103945,0.2357956178909132,0.26651074094640387,0.30093117059692825,0.3388569849038751,0.31166870843754413
0.1720083078316283,0.27548201938746186,0.23160440498889487,0.2578844225743275,0.2957368619853383,0.33232419958837295,0.30529121477283105
0.16823158154036436,0.27158213013635213,0.2279130731573801,0.2520437439175834,0.2873404551648262,0.3201562837997976,0.29907581642125064
0.16328514718196788,0.26256879857636806,0.2207929584908293,0.24612835584682005,0.2817497149816466,0.3123951403043743,0.2941523443007532
0.16161516546830845,0.25713524153454953,0.21531426308528362,0.23867301527685342,0.2767801405121469,0.3053809001250324,0.2883541356581196
0.15439171989848827,0.25146751442823134,0.21129745898723848,0.23345776195263504,0.2714080777852571,0.2964098313474125,0.28180117548139416
0.15060274396650294,0.24442068763228772,0.20579698929843396,0.23250796754964737,0.2646542123977157,0.28945085808145704,0.2753649480467998
0.1460438807279594,0.23771583892585427,0.20213278592036965,0.22137683811373174,0.2581967042521203,0.28228862925781933,0.2708943008095299
0.14154753055089164,0.2306718045306068,0.19944158583203267,0.213965794151182,0.25296349631640963,0.27078508148694685,0.26597901288589637
0.13707066866579856,0.2244963883089449,0.19672061783317804,0.20778555639874158,0.24614644150296697,0.2641078553218118,0.2615909346124176
0.13312221247436443,0.21766384464378172,0.19362335063550687,0.20272760513446403,0.24126822293974423,0.25705806049931756,0.2544844426984083
