scene,split,seq,img_path,t1,t2,t3,q1,q2,q3,q4,est_t1,est_t2,est_t3,est_q1,est_q2,est_q3,est_q4
OldHospital,train,seq9,OldHospital/seq9/frame00001.png,-14.830566,0.101748,13.257996,0.141279,0.8502770000000001,0.057773,0.503718,-14.588248252868652,-0.02523009479045868,14.174459457397461,0.13927368819713593,0.8581542372703552,0.044532984495162964,0.49212905764579773
OldHospital,train,seq9,OldHospital/seq9/frame00002.png,-14.836994,0.195603,13.300664,0.139012,0.8451489999999999,0.062195,0.5123770000000001,-14.55692195892334,0.06248529255390167,13.828434944152832,0.13999709486961365,0.8577556014060974,0.04490317776799202,0.49258506298065186
OldHospital,train,seq9,OldHospital/seq9/frame00004.png,-14.649637,-0.284695,13.470156,0.15634,0.8243729999999999,0.058279,0.540898,-14.28105354309082,0.03648252785205841,14.058263778686523,0.14830872416496277,0.8450565338134766,0.04599238932132721,0.5116333365440369
OldHospital,train,seq9,OldHospital/seq9/frame00005.png,-14.175427,-0.178097,13.67307,0.150721,0.837142,0.04874,0.523547,-13.968698501586914,-0.06434120237827301,14.178973197937012,0.14693506062030792,0.8542920351028442,0.03322673961520195,0.4974849224090576
OldHospital,train,seq9,OldHospital/seq9/frame00008.png,-13.236337,-0.280033,15.246382,0.190518,0.8844290000000001,0.105952,0.412629,-13.174054145812988,-0.6696999669075012,15.505593299865723,0.19075852632522583,0.8858335018157959,0.10839184373617172,0.4088537096977234
OldHospital,train,seq9,OldHospital/seq9/frame00011.png,-12.910713,-0.215298,17.156812,0.149573,0.865914,0.084566,0.469754,-12.65429973602295,-0.586072564125061,17.303285598754883,0.14979833364486694,0.8728593587875366,0.06969045102596283,0.4591517150402069
OldHospital,train,seq9,OldHospital/seq9/frame00012.png,-12.729435,-0.660906,17.518447000000002,0.184826,0.8613219999999999,0.072368,0.467682,-12.479730606079102,-0.8589569926261902,17.56591796875,0.18215449154376984,0.8686908483505249,0.05786370113492012,0.45699867606163025
OldHospital,train,seq9,OldHospital/seq9/frame00013.png,-12.842004,-0.525482,18.447665,0.176914,0.859527,0.095709,0.469845,-12.311264038085938,-0.728550374507904,18.586259841918945,0.174483984708786,0.8666763305664062,0.082452192902565,0.4600317180156708
OldHospital,train,seq9,OldHospital/seq9/frame00015.png,-12.763829,-0.412788,20.011107,0.177519,0.857764,0.089359,0.474071,-12.41247844696045,-0.9598091244697571,20.45783233642578,0.17766763269901276,0.8659940958023071,0.0733199268579483,0.46164119243621826
OldHospital,train,seq9,OldHospital/seq9/frame00016.png,-12.658769,-0.554286,20.394142,0.179527,0.851191,0.088155,0.485255,-12.520644187927246,-1.0746638774871826,21.698976516723633,0.1751183569431305,0.8639531135559082,0.07442732900381088,0.46623939275741577
