chess,fire,heads,office,pumpkin,redkitchen,stairs
0.13037184236330476,0.2794716034438241,0.26354097359630374,0.22097098357472822,0.2758708534918801,0.296950643459068,0.2889947128967099
0.12574692539810223,0.2746309483740987,0.25791967819025663,0.21819675341716002,0.2701050939830929,0.2926752751646776,0.28416701870538635
0.12268866914078035,0.26950233167462995,0.2551250771566458,0.21237335504784474,0.2664956102097387,0.288466843613394,0.2791887813170458
0.1192038299483191,0.26572951373563225,0.2524488673982041,0.2071725401905321,0.2608329207179716,0.2810230327548817,0.2743647044978165
0.1160344658280346,0.2610492961059087,0.24863887229316092,0.20205855658522312,0.25623242285205183,0.27626011355664026,0.27010583569932967
0.11176917479437555,0.2573755282539699,0.24574128397398198,0.1982144124306639,0.25220885822823935,0.2706060400083925,0.26519751869096136
0.10783754306398043,0.25370807740981416,0.2421463580968448,0.19396518697696358,0.2475996996526464,0.26292359398297244,0.2584243135346197
0.10425260518760326,0.24984516124993172,0.23849959318005784,0.18950749053927785,0.24199933475257002,0.2589412454224313,0.2511664467843105
0.10087387104779598,0.24527147850446623,0.23595847311430154,0.18577957480625307,0.2369304694013358,0.2547875073498476,0.24543715045051015
0.09844140097984097,0.2413400926237673,0.23246824487603987,0.18191847482334533,0.23131869952896048,0.2484042496374827,0.24091637616419087
0.09517710391478502,0.23513976023220232,0.22886755257840344,0.17738840311144408,0.2269745074140095,0.24350136595573227,0.23608059415315755
0.09110080928189197,0.2310912650437488,0.22679382869414708,0.17357962008756253,0.22198584928357165,0.23474952454888753,0.2296422201943491
0.08839666913844554,0.2260140590139031,0.22378450232247857,0.1696694891027017,0.21777525399048223,0.2282674675337348,0.22418476301250542
0.0858772362594457,0.2202194777366413,0.22069218191814363,0.16591371452778078,0.21143608633604039,0.22273444198320258,0.21836302087744158
0.08340288019993518,0.21578221650371698,0.21780121980243644,0.16298858748179787,0.20261143206152374,0.21810356414778603,0.21335684389104984
0.08087170271601593,0.21116068499468502,0.2143383948392923,0.15855437820156612,0.19344884652012773,0.21432312824880678,0.20796173340669685
0.07794798678520817,0.2059875228741863,0.2108077048269963,0.15404722099575638,0.1901711026416782,0.20881802084753712,0.2023982015908532
0.0756738344146736,0.2015869398168261,0.2076154850548104,0.1487260399697893,0.18518058974065132,0.20420272323251185,0.19730380621514443
0.07320784945968381,0.1968169028455662,0.2034835942113491,0.14451535211951047,0.18040114961675432,0.19838603551794923,0.19236870225007413
0.07061832844687015,0.1928099863810715,0.19940633846839462,0.13799878449792735,0.17729936701489288,0.19145450280248177,0.18757898285687008
0.06762592757140498,0.18843765270002796,0.19749135100816068,0.13441661831683313,0.1704945311212323,0.18631375665123118,0.18040476413725062
0.06521090479322586,0.1831422488226749,0.19561929035638,0.13025203110138567,0.1652406546902816,0.17977692516591603,0.17496802458130417
0.06251738306155005,0.1792897928494305,0.1927076776728485,0.12623749265832404,0.1587824562207748,0.17513421017669176,0.16850804671035946
0.0605097668050627,0.1739598336510418,0.1887854133831079,0.11966866436773654,0.15470051060750123,0.16913572647745,0.16196328080721575
0.05738074005869029,0.16995109236352526,0.18608991257866087,0.11558716569430286,0.13788454728074445,0.16498016605195512,0.15677838630483962
0.05476605528441817,0.16538952491663167,0.18313384621492712,0.11162477838234496,0.13391753788503702,0.15949321369230476,0.15185201501913748
0.052096344795530415,0.16123666070615605,0.1804250358478405,0.10755087745022701,0.13011866103689096,0.1544499948077615,0.14649459347035051
0.050103932470019374,0.15671181585116467,0.17830728597201323,0.1040669559860701,0.12719618857202847,0.14820687197776,0.1404478235975156
0.04689046228709714,0.15352942945553635,0.17595619583581373,0.09947539313321259,0.12413870910566366,0.1438406498753927,0.13576826762708474
0.044393977087987556,0.14801610616709993,0.17349611336215098,0.09458020485557608,0.11407252247694771,0.1395049480030377,0.12868657007701403
0.04172135444720071,0.14404185173857634,0.17116896661987066,0.09072254590266778,0.1084403699812616,0.13483727190282138,0.12490362844388966
0.03975170232204036,0.13937877287971973,0.1686629626660911,0.08476633199255589,0.1033161776126996,0.13080571641536534,0.11996304796623733
0.03730568394178865,0.13937877287971973,0.1653313574939451,0.07968627104451428,0.09357970001947923,0.11855137529088842,0.11309553916850422
0.03528912551330198,0.13937877287971973,0.1631726267993954,0.07428871897329561,0.0888125015903042,0.1132343104205738,0.10747608362727126
0.03340621325656226,0.13937877287971973,0.1584197237704575,0.0701368297137377,0.0847935420704329,0.10738221900829999,0.10270176143708372
0.030308918992176685,0.13937877287971973,0.1555786986313794,0.06628527868498475,0.07890109631626716,0.0999497680476509,0.09333591267009128
0.02787439016615159,0.13937877287971973,0.15171971338972823,0.061052981830035574,0.07450710637465047,0.09265162448546405,0.08679178479403783
0.025909240974955203,0.13937877287971973,0.14953410654896038,0.05491981223178961,0.06955130219430386,0.08758350965620315,0.08232289279487244
0.02358861433150858,0.13937877287971973,0.14760115565334797,0.04955024305932427,0.06719284513350045,0.08244521538971787,0.0770019833436238
0.021680041448970122,0.13937877287971973,0.1431318418336214,0.045149887625891005,0.06254536869186524,0.07505618496814896,0.07123784152088027
0.019613471545775894,0.13937877287971973,0.13954814662777676,0.04165170004451821,0.057027591520299806,0.06715733393224459,0.06660760933163747
0.019410007468305165,0.13937877287971973,0.13761190180668234,0.03787793087176956,0.050822728127781915,0.06147705586840741,0.06200091257016837
0.019410007468305165,0.13937877287971973,0.1349100979184336,0.03230849990808254,0.04513329774929093,0.051107507246239164,0.05403826973136732
0.019410007468305165,0.13937877287971973,0.1349100979184336,0.02696039741870787,0.04007321358415005,0.043587491469513025,0.046357404863722994
0.019410007468305165,0.13937877287971973,0.1349100979184336,0.02189922676781329,0.03558828756687679,0.038871134826221704,0.03761989454835896
0.00901106047847152,0.13937877287971973,0.1349100979184336,0.017096061973127262,0.02968359382906101,0.03307150141508744,0.03761989454835896
0.006424647274200507,0.13937877287971973,0.1349100979184336,0.012762003370690339,0.02397338598718728,0.028525032168560754,0.03761989454835896
0.0042947954509912145,0.13937877287971973,0.007041366155501766,0.00773611962875817,0.016879358370664233,0.02552951680041555,0.03761989454835896
0.0020792934251556146,0.005483239098383358,0.003319013687790065,0.0033778924863807677,0.010385730981714794,0.02552951680041555,0.008981773186754863
0.0,7.818934725758406e-05,0.00018895369767558097,9.687094159886825e-05,0.0002659628137298421,8.015822041129783e-06,0.0002457203995279389
