brandenburg,buckingham,colosseum,brussels,notre_dame,westminster,pantheon,taj_mahal,temple,fountain
0.38580666095969773,0.47509826670808236,0.27063485177016067,0.5798644868383558,0.46053018240223953,0.4631307283893158,0.3051210204064306,0.24268609635513907,2.9931008824846854,0.3718427073457942
0.3714657028097103,0.45304600653312194,0.2605993836329399,0.5647564613779552,0.44917237947029265,0.46084408690334094,0.28612701419577835,0.23362511174084047,2.905537564975624,0.3584757076399715
0.35833720675619224,0.44308788990678843,0.2544745860968383,0.551939743916537,0.44510965431692584,0.44244351096746515,0.2668809985327305,0.23099247559187253,2.865876601773475,0.3426215867562955
0.33990365631148584,0.43468146212535197,0.25012540528086813,0.5386937474566758,0.43972496818196605,0.4383436977175164,0.26252930500560434,0.22587717214944178,2.8486736389970213,0.32708148658598307
0.32379378450732144,0.4281577857544161,0.2473753011319219,0.5193605059050231,0.4271137915600441,0.43673287572943464,0.23949576209205348,0.20275900660901328,2.7324272776503657,0.3208792084937275
0.31506356342828296,0.4125352048974691,0.24162011777841277,0.5006149560680858,0.42002712914614315,0.3923485665792647,0.23806799629111625,0.19351730743743378,2.674827940012479,0.3136897648085582
0.30527251346217715,0.4036286861635131,0.23756389376073048,0.4834218118654463,0.4121485822622944,0.39186011588486197,0.23450767425893518,0.1858981836177158,2.6108168067682804,0.3102334415050745
0.29036467149738826,0.39266856165750824,0.22482740084306216,0.4747009812963849,0.40335539381814134,0.38282348990194665,0.21401503317164836,0.18069591512477612,2.511926466596551,0.30683098671062986
0.27989029873657945,0.38831339066150716,0.21877345003222753,0.46786080199854285,0.3982936569980202,0.37641465953669595,0.2073525658290999,0.17507099024540476,2.4797313688435,0.30095299099283956
0.268733335050975,0.384827552648508,0.21496780153847733,0.45605939366030257,0.38282535785604954,0.37130052064425373,0.1898185225016264,0.17211311210657926,2.4272023110238026,0.2978265848690446
0.25987692750276975,0.3686063569926402,0.21170244269915556,0.44477401232208585,0.3774343605137671,0.37130052064425373,0.1845204149805685,0.16516053972506795,2.3823611022542184,0.29138687083867704
