scene,split,seq,img_path,t1,t2,t3,q1,q2,q3,q4,est_t1,est_t2,est_t3,est_q1,est_q2,est_q3,est_q4
fire,train,seq-01,fire/seq-01/frame-000000.color.png,-0.2258571,-0.2920499,0.2855311,0.9789676,-0.1985482,-0.026552,0.0386791,-0.2239405065774917,-0.2683282196521759,0.2948016822338104,0.9799069166183472,-0.1917304843664169,-0.0283461548388004,0.0471001863479614
fire,train,seq-01,fire/seq-01/frame-000003.color.png,-0.2322623,-0.2881641,0.2832098,0.9786875,-0.1995084,-0.0303282,0.0380444,-0.2083041667938232,-0.2670524716377258,0.2989342510700226,0.9784106016159058,-0.1989789307117462,-0.0353738665580749,0.0432282909750938
fire,train,seq-01,fire/seq-01/frame-000007.color.png,-0.2423858,-0.2861449,0.2822593,0.9779061,-0.2031103,-0.0350126,0.0349283,-0.2269496917724609,-0.2868848741054535,0.2758179903030395,0.9754655361175536,-0.215189591050148,-0.0223142430186271,0.0407758727669715
fire,train,seq-01,fire/seq-01/frame-000008.color.png,-0.2458724,-0.2866861,0.281815,0.9774958,-0.2053675,-0.0342645,0.0339431999999999,-0.2403177469968795,-0.2862506806850433,0.2892033755779266,0.97613787651062,-0.212328240275383,-0.0242068171501159,0.0385416187345981
fire,train,seq-01,fire/seq-01/frame-000009.color.png,-0.2506183,-0.286559,0.2807231,0.9772992,-0.2064956,-0.0335327,0.0334885999999999,-0.2376397103071212,-0.2801129519939422,0.2870352864265442,0.9802212715148926,-0.1918980330228805,-0.0295305997133255,0.0383323989808559
fire,train,seq-01,fire/seq-01/frame-000010.color.png,-0.2553338,-0.2865409,0.2800258,0.9771544,-0.2073612,-0.0335237,0.0323545,-0.2569516003131866,-0.2995281219482422,0.2736941874027252,0.980663537979126,-0.1882410049438476,-0.036835353821516,0.0388253666460514
fire,train,seq-01,fire/seq-01/frame-000012.color.png,-0.2645182,-0.2852575999999999,0.2784401,0.9765504,-0.2107541,-0.0317551,0.0303917,-0.2658452689647674,-0.2920981645584106,0.2722149789333343,0.9726740717887878,-0.2282734364271164,-0.0214666426181793,0.0365451388061046
fire,train,seq-01,fire/seq-01/frame-000014.color.png,-0.2752189,-0.2868569,0.2774079,0.9760555,-0.2132422,-0.0307458,0.0299705,-0.2634182274341583,-0.2989964783191681,0.2658449709415436,0.9751572608947754,-0.216345265507698,-0.0296842120587825,0.0371727533638477
fire,train,seq-01,fire/seq-01/frame-000015.color.png,-0.2811595999999999,-0.2885735,0.2768545,0.9758634,-0.2146078,-0.0281845,0.0289788,-0.2881084084510803,-0.3087169528007507,0.2668364942073822,0.9760076999664308,-0.2127365469932556,-0.0302614569664001,0.03516261652112
fire,train,seq-01,fire/seq-01/frame-000024.color.png,-0.3582498,-0.2992058,0.2783262,0.9761665,-0.2146932,-0.0095452,0.0302451,-0.3772715032100677,-0.2871232032775879,0.2808321714401245,0.9754726886749268,-0.2150104790925979,-0.0197504460811615,0.0428188443183898
fire,train,seq-01,fire/seq-01/frame-000026.color.png,-0.3805628,-0.2997741,0.2813473,0.9766085,-0.2126387,-0.0059243,0.0313942,-0.3901081681251526,-0.2852289974689483,0.2787311971187591,0.975308895111084,-0.2173809558153152,-0.015093426220119,0.0359222516417503
fire,train,seq-01,fire/seq-01/frame-000027.color.png,-0.3930749,-0.3019403,0.2831455,0.9763323,-0.2137998,-0.0024063,0.0325444,-0.3907285928726196,-0.2894060611724853,0.2852777242660522,0.972722053527832,-0.2285756319761276,-0.0196228008717298,0.034350074827671
