brandenburg_gate,buckingham_palace,colosseum_exterior,grand_place_brussels,notre_dame_front_facade,palace_of_westminster,pantheon_exterior,taj_mahal,temple_nara_japan,trevi_fountain
1.7677496523951102,2.5272136876154025,3.1857872468695785,4.470131648487636,1.834016231210696,3.0992732315779143,1.6614735582439777,1.1682252851314876,11.410101149374375,1.6805826828674928
1.789453508590433,2.553713773633107,3.238741443614236,4.539907926114274,1.8451716686747082,3.1004261828300366,1.6794552155530784,1.1870310637175998,11.29579588643159,1.6897680422920909
1.8107531008614781,2.5769325199994064,3.266687733448753,4.591298295573709,1.8579949957789343,3.1472174462976934,1.7006129851323708,1.200006565294771,11.4410751554726,1.67234799119915
1.833562742701025,2.5988310660233687,3.30682867711,4.640886204445184,1.8787624886693501,3.2081838522726414,1.7147513200975226,1.2153757014747648,11.400457395862144,1.692930787772083
1.8356664530974396,2.6195470969007983,3.355089792264206,4.712771814331711,1.9044287589263191,3.1771948838573025,1.7450734793079143,1.2350917901551337,11.54445634587155,1.7146281515163004
1.8659471390868838,2.651109123685041,3.399667652470604,4.686566644866375,1.921941686247505,3.212085848715739,1.761180553551387,1.2492847750701435,11.655191508156365,1.7318504757291944
1.8856184818386734,2.690862598572682,3.436230619455073,4.7704265932725125,1.9464528021439829,3.2225202770161916,1.7902798592311802,1.2681461004953865,11.80848769164142,1.7277769776784082
1.8969550877523036,2.7260741987957826,3.4781328819472144,4.806095241343806,1.9708318848065103,3.2792721285758706,1.8083359398026706,1.2878776479729723,11.913357524735442,1.7420052096674417
1.9090520619905982,2.7728403282252265,3.533549517021033,4.828192811069131,1.984345212333363,3.3372417384512256,1.8337456406992028,1.3083575252019402,12.017622710985677,1.7407226107798535
1.9247070057927784,2.808172268874522,3.5950115944047845,4.903038263229683,1.9968876201524333,3.401727836685927,1.8281686523818772,1.3353110604702931,12.195934204233142,1.722768491242151
1.9507915962946156,2.833257582720193,3.6176995478907843,4.9870514865321525,2.016651878779858,3.4590904903362,1.8479787179332554,1.3624602484680328,12.400732421517665,1.7492987730288003
1.9867481589788254,2.863168151089428,3.626811100273434,5.008568680971463,2.0306212765653107,3.509962945173761,1.8691131478758238,1.3770181052858754,12.478310108101638,1.7459441706046088
2.009136157471918,2.90148317817087,3.7080074102925646,5.086219816339414,1.990710113615576,3.589632067155471,1.8960553310973167,1.4015579635277537,12.720876453552927,1.7742518410654011
2.0445565666138954,2.9017750932593893,3.765509110802544,5.174480323603009,2.0121347120750923,3.672237771509979,1.8819651705393947,1.4229507393901066,12.664858679265828,1.7727532425816364
2.075955020622182,2.8140579855113983,3.8225952096756064,5.274161719115756,2.04656790546538,3.7457514810669275,1.916827287167632,1.4584931303701507,12.866379862246095,1.7965363235010543
2.118343117900885,2.8493627732055025,3.892574337439708,5.352648471358991,2.0762869759038676,3.7779217950626287,1.9477001734525945,1.4920124788329416,13.177550471155211,1.745671133523831
2.143728412005481,2.832044033825778,3.9498369209733175,5.403045079950513,2.071775915133799,3.829222210445869,1.9520472207823918,1.518928228431616,13.177550471155211,1.7728360953571245
2.1949814555038727,2.883161358538572,4.00136608750591,5.481434218496941,2.0893295369174263,3.8948391319109303,1.986645783144618,1.5532166192830765,13.609286341172167,1.7988826799700568
2.2210600476633524,2.901197878929212,4.048415198452312,5.59591996716877,2.0958454891309724,4.0054500355184945,2.0071293472409306,1.5933638678499207,13.461346857671039,1.8265042988672702
2.26132187670477,2.947498369072337,4.041533797982673,5.706117431485302,2.0625944103472396,4.121994904504579,2.0006941833460337,1.623259741920365,12.944140472728101,1.7305766391074375
2.270422241086197,2.90025814819676,4.1435645757960495,5.805343842270125,2.102202080493373,4.184955760435379,2.0357038189261103,1.6601197890854378,13.140624677419872,1.7529731611333728
2.2983185360045,2.95004740640316,4.18678373433111,5.806478973689788,2.128212476553985,4.146294498025213,2.0773091799775063,1.7096456895459975,13.29452693693326,1.7547962397612367
2.346196168071862,3.023100525208064,4.274530324474682,5.854844242480893,2.149973287425578,4.278041747251639,2.082382228469615,1.748260404984773,12.97843487423236,1.7415697958919185
2.371874045185602,3.0923084480139407,4.381484787327013,5.970819750569224,2.129566721553274,4.341264685363843,2.127357368938036,1.7851262465405182,13.092230406153972,1.7741377193456502
2.431227954366068,3.113271234672184,4.519963604251764,5.779856056887872,2.1485706337636783,4.394516952499061,2.1542008300099336,1.8303295310032721,13.357513441774591,1.764813773502142
2.476835803399479,3.174126192279768,4.64958153633773,5.94210229092682,2.2002033350513326,4.465216529411307,2.1836465146651602,1.861278708844154,13.455302382926805,1.7909994292942366
2.52569781802231,3.2604642478774726,4.806094109026101,5.966858752255452,2.2048051213115745,4.486785592193121,2.215209894356859,1.9277909497342651,13.452035232320217,1.8071539535002343
2.5277413565545634,3.255514464881384,4.9430669512148935,6.064722855666655,2.248102683109952,4.59167496957982,2.2358847491106433,1.9671578113022614,13.538647767069726,1.850860509487388
2.5876091253922215,3.356501630097006,4.995486425972098,5.840356560590952,2.287934062682624,4.68833977735955,2.2884715687508144,2.045235704551975,13.32620101688306,1.888471612770363
2.6393019969679203,3.4325135819647348,4.969721164450843,5.926318577377082,2.3175817045717886,4.714030406580044,2.349664403392833,2.1036060541059305,13.32620101688306,1.9610788848195697
2.630069498647507,3.5106386095076827,5.04217936094834,6.122443063729127,2.342897021655684,4.438626760549728,2.3937214283429364,2.158639719268799,13.32620101688306,1.9948942029672858
2.6988420198619814,2.9548701380879976,4.975659160302498,5.904572771669138,2.3578612948257134,4.463729946084647,2.4877604135988056,2.2393844677205,13.020762570603601,2.029893042872483
2.766788629886603,3.069388391130623,5.140873387447201,6.12358081735756,2.373942206513623,4.650962213355277,2.3828277248796783,2.3306611810191065,12.973734086866923,2.066505224855761
2.8426529447853786,3.092871455773377,5.339031925991567,6.286646508848107,2.4167813502172155,4.598257651292309,2.413390507223421,2.3566606669718215,12.787368292215861,2.1183828000830873
2.9349897569604244,3.126743704291924,5.533931385697068,6.278135186578388,2.486876195071522,4.704325289654261,2.5325842469493414,2.3365433902627735,13.021845556483965,2.1652109095862215
3.0959280500320654,3.2108403185108862,5.713221750170651,6.437487487872474,2.5408983607099525,4.972846193036595,2.656982663711983,2.333519198871415,13.28104957182332,2.190405230044462
