brandenburg_gate,buckingham_palace,colosseum_exterior,grand_place_brussels,notre_dame_front_facade,palace_of_westminster,pantheon_exterior,taj_mahal,temple_nara_japan,trevi_fountain
0.5535922688132241,0.5221525513823577,0.4693070269990729,0.7988836027341741,0.5758157928406594,0.6634057560505771,0.45539137158059717,0.43549003055678376,3.280408704659735,0.6115169117067676
0.5530879563734267,0.5302342264331451,0.46477360275180096,0.7949534214231999,0.5819985253600019,0.6719032920855124,0.4617064700625844,0.4438217126410652,3.265092236583167,0.6178015002032148
0.5547550537520656,0.5351609604522127,0.4715144742143438,0.7993798545991657,0.5861218453111675,0.6792434994336449,0.4683772133622048,0.44737261188515537,3.240641927969259,0.6271296853720398
0.5532853568016858,0.5442626377219837,0.4761475424788703,0.7971201995324769,0.5929144013983703,0.6861776962142916,0.4652543656867903,0.45698490517998186,3.1742453463971914,0.6351260633856975
0.5598715211151415,0.5483647936859212,0.48086007173776646,0.8012777459576217,0.5975048583997791,0.6943179257834983,0.47112869210809544,0.46050468203581535,3.18421226585654,0.6121681626678869
0.5664831075318175,0.552393927665652,0.48607012745593375,0.7997640643761801,0.6035868641282653,0.7009713886958753,0.47544080063903055,0.46599623185585376,3.178854107624091,0.6193809602765595
0.5754965407503924,0.5449712304049383,0.49487251888865613,0.809369316452467,0.6088249163463995,0.704378880822067,0.4801629752726095,0.4711409832961168,3.199419759224178,0.626587122215615
0.5602434933438545,0.5525307478275957,0.4968743055094341,0.8233568612695177,0.6083983932647621,0.7207172119963352,0.48121751519804773,0.4809722467461748,3.199419759224178,0.6354899992710283
0.5579864554439821,0.5469378212765978,0.5059497374438818,0.8184139991299404,0.619001287010808,0.7278447512977366,0.4902346325477436,0.48605632843643615,3.199419759224178,0.6472110987923873
0.5609802754895773,0.5522468513419717,0.5093649015991562,0.8212250181886002,0.6264155498819864,0.7462714190147476,0.49597807500266017,0.49570838750740015,3.199419759224178,0.6555642120199432
0.5714983387164847,0.5617974329494665,0.5138589455434672,0.8326323219263202,0.6327126932209539,0.7607333485508435,0.5022631810486766,0.5066243024658471,3.185603485613344,0.6580366181873971
0.5712570529062728,0.5618710355407649,0.5206144454241686,0.8245739517406245,0.6332006807878979,0.7729917855315144,0.5051860457591424,0.5137357804966063,3.185603485613344,0.6654130633753036
0.5791446582479317,0.5647474767409884,0.5292829660969979,0.8265477783405877,0.6399190701364681,0.7898196598370293,0.5095982846191904,0.5252687184919334,3.185603485613344,0.6760686287349471
0.583282401639411,0.5643649004278505,0.5373561460606547,0.841695387331002,0.6422076872920464,0.7855268346783973,0.5212859379547763,0.5322624388675198,3.185603485613344,0.6866910318161186
0.5773386870660684,0.5716405366453158,0.5426966031099013,0.8504646465503791,0.6505064006276329,0.7970658461939719,0.5304653047187998,0.5380858756355875,3.185603485613344,0.7022983484745126
0.5864416007533695,0.5824587470741368,0.5515064079605987,0.8670762259045109,0.6465907156661308,0.8126789566638367,0.5163397424352255,0.545578953532025,3.185603485613344,0.6945014778839652
0.5927267953533679,0.5852527781427734,0.5630695050603661,0.842325432547961,0.6570104523522655,0.825549277669247,0.5146153506726819,0.5567554810538962,3.185603485613344,0.7050079199486277
0.592439080214878,0.592097275550226,0.570973828674837,0.8606146132928171,0.6602148185884875,0.8471778361159653,0.5223780572998069,0.5654415853115924,3.13941514835763,0.7178699927448142
0.5927991271145253,0.6044137119666018,0.5782730281373504,0.8605297109181522,0.6595863836990518,0.7850886175560112,0.5356901857860269,0.5741485893536211,3.1333937043078652,0.7356077522638439
0.5974651583160623,0.5888262042743229,0.5960803727054014,0.8619672228005406,0.664136876367556,0.8016259918607876,0.5439434789766872,0.576743713029787,3.1695961985559515,0.7532156332535637
0.5926072533154727,0.5861620478070169,0.6046079496010145,0.8665727310314885,0.6718024814938519,0.8138453492326554,0.5415855615558406,0.5604766241984154,3.232614780948486,0.7658456128400452
0.6058854535905289,0.5863786482607979,0.6187455696433883,0.8791205657614672,0.6856351182150926,0.8303903452642227,0.5531641064286631,0.5849727552361393,3.3108636049293687,0.7854227972766706
0.6150071516083411,0.5967527861250866,0.6329258545798812,0.8936240273073015,0.6999331874142376,0.8536542575572473,0.5630473097791213,0.5858301320768229,3.3577332418774053,0.7822110632016043
0.6296510033903313,0.5970240767278714,0.6492125783935312,0.9066459748907261,0.7065157732100402,0.880845267413641,0.573934604332364,0.6046643168583011,3.4222550855442493,0.7904123637628424
0.6286898563535724,0.60891222312367,0.6561907460154768,0.9284951622098749,0.7086926632815516,0.8921025191053819,0.5643425187240942,0.5670146345549594,3.42097888657277,0.8111019672598574
0.6324410261277893,0.6123891471993913,0.6517553335263893,0.9063133570795259,0.713287368155648,0.8766136065977789,0.5653581813028664,0.5736152279172553,3.505703525864799,0.827574044718672
0.6515455454035933,0.5769774226826294,0.6726800128025081,0.8708991045454292,0.7293264150522991,0.8944402147019055,0.5783684554908002,0.5864020601530873,3.4375492229850595,0.8486907831868372
