chess,fire,heads,office,pumpkin,redkitchen,stairs
7.520955071506443,13.786939599405182,12.653085041280013,8.801681517949108,11.051399548947844,11.200531090684835,10.49266152476435
7.192843007622052,13.476996268374135,12.423804706683166,8.619913453459903,10.704591220417448,11.012825980463266,10.319360226671686
6.934341487566756,13.181277739853472,12.265377027397513,8.470000402422137,10.344930556235061,10.805457033852944,10.055289224631597
6.8004827311031715,12.998507590574063,12.016709645351018,8.312985775885156,10.056726793480587,10.607216367201339,9.883725624826162
6.61927638760437,12.76211065798147,11.768939561449312,8.153129067406907,9.779299280557508,10.422497043548752,9.627591727029161
6.439896866633038,12.535377510205526,11.50021558648064,8.04389332370643,9.5368192512778,10.230981620750704,9.38442520786337
6.278206290673622,12.374206557734295,11.328885621812914,7.879925812818957,9.2292766310837,10.065586606026162,9.258364301022507
6.125116540995789,12.112366091588475,11.130384642372144,7.730168372201641,8.957069346992958,9.869648117042676,8.979332690383734
5.997066378371317,11.884702851946765,10.91617597574093,7.58022065633584,8.680350141286207,9.661999737182372,8.82376956506749
5.880092128622409,11.713699607834794,10.728778177509762,7.446188741634856,8.27399621089907,9.480708420257288,8.670008882116447
5.732535980762513,11.487165115183247,10.548358159672434,7.246479242479238,7.894867060025631,9.319115946836208,8.517299055867568
5.560550818030897,11.249068620371487,10.32632451706082,7.067949268511114,7.507924575100114,9.148455107458815,8.319384967250578
5.442434171045909,11.029037955295488,10.124226442057017,6.923935055886482,7.088580197486839,8.93719442513558,8.218247978868964
5.298560557399258,10.774191084733165,9.957648865953725,6.762565843917956,6.802770634570836,8.73580422716198,7.95693311702508
5.187469645708045,10.560938565774235,9.632570435303904,6.5810023863143785,6.518104996828065,8.548697371846375,7.779263238300705
5.056498612115602,10.33252445570875,9.360767979599302,6.399150107846642,6.267174395748543,8.35739480721273,7.636529170565611
4.948937403540836,9.994701028164261,9.128002430939265,6.226891254951077,5.9955110348012886,8.186899888069043,7.482887445337841
4.837565922941536,9.752678462346756,8.832948338739918,6.019371016922666,5.686159529229977,7.977613206330425,7.27168071527742
4.71781589321688,9.42034977465034,8.588714067821316,5.802858337330802,5.460692143465888,7.701953150609213,7.06306985508498
4.572392548174754,9.197197101937812,8.332164070054478,5.6149082491363425,5.113130112695964,7.387390237391106,6.86579260956462
4.436041391350458,8.884133300732293,8.010556305541325,5.42249280226243,4.829927267540637,7.190558933128683,6.689408265036615
4.305537123927764,8.584013438265629,7.763135296164773,5.211445251096489,4.631373023992317,6.974563224106008,6.46490911445291
4.176457098161371,8.307024504823955,7.531308100252099,5.011250993810332,4.412847070418728,6.779124902037114,6.232516547202234
4.032763216529183,7.856548467795469,7.284297957486349,4.850664073961183,4.197646485515775,6.5633141134453385,6.01469722331271
3.8869563630092987,7.560953206671882,7.021520996572454,4.693907252284512,3.9904458582428464,6.397921763059447,5.789273943757554
3.7476718721115505,7.210365297199408,6.715856509099249,4.542114884566707,3.816095644357949,6.123446870376483,5.5634491816562655
3.564637872526512,6.8304794706712295,6.449999500156137,4.356664565659225,3.6133918711413324,5.849554312200034,5.311581454488938
3.3906864253129743,6.459564737581575,6.199462972350603,4.171196820446095,3.3355000932362087,5.496249840384942,5.134549162433484
3.2161288493950395,6.149421089340633,5.946594237934323,3.9830794070404245,3.1267408909285748,5.202287206866328,4.889843984160563
3.0366436791130695,5.84375281484151,5.718282870695624,3.7833435142429757,2.8552426869450938,4.883729568095629,4.712487497630942
